103,2004,128,1206,0,15,12.68,.57,186.2,18.55,75.9
103,2004,128,1206,0,4,12.58,1.56,182.9,18.91,69.24
103,2004,128,1206,10,15,12.68,1.13,200.3,18.59,75.7
103,2004,128,1206,0,10,12.44,.64,155,18.59,80.1
103,2004,128,1206,0,14,12.62,0,0,19.05,69.79
103,2004,128,1206,0,11,12.85,.44,209,18.95,69.99
103,2004,128,1206,0,5,12.89,.77,190.4,19.42,86.7
103,2004,128,1206,0,13,13.28,.41,86.4,18.6,70.2
103,2004,128,1206,0,9,12.94,.84,170.1,18.79,69.83
103,2004,128,1206,0,8,13.22,.02,70.2,19.53,65.8
103,2004,128,1206,0,1,12.9,.92,163.4,18.74,69.62
103,2004,128,1206,0,7,12.79,1.33,185.5,18.46,70.4
103,2004,128,1206,0,2,13.04,1.22,162.8,18.91,75
103,2004,128,1206,0,6,13.13,.24,116.8,19.28,67.8
103,2004,128,1206,0,3,12.37,1.54,172.9,18.68,69.44
103,2004,128,1206,0,12,12.47,1.79,197.8,18.7,71.7
103,2004,128,1206,10,4,12.58,1.99,186.8,18.94,69.06
103,2004,128,1206,20,15,12.69,1.32,193.1,18.59,75.4
103,2004,128,1206,10,10,12.43,.18,184.4,18.59,80.1
103,2004,128,1206,10,14,12.61,0,0,19.06,69.67
103,2004,128,1206,10,11,12.85,.65,186.5,19,69.96
103,2004,128,1206,10,5,12.92,.97,202.1,19.45,86.5
103,2004,128,1206,10,13,13.27,.09,277,18.62,70.1
103,2004,128,1206,10,9,12.93,.93,175.3,18.76,69.93
103,2004,128,1206,10,8,13.22,.05,118.8,19.54,65.79
103,2004,128,1206,10,1,12.9,.8,164.2,18.76,70.2
103,2004,128,1206,10,7,12.78,1.69,188.8,18.48,70.2
103,2004,128,1206,10,2,13.04,1.24,155.1,18.94,75.1
103,2004,128,1206,10,6,13.12,.21,116.8,19.28,67.78
103,2004,128,1206,10,3,12.38,1.6,177.3,18.71,69.49
103,2004,128,1206,10,12,12.47,1.25,203.2,18.67,71.7
103,2004,128,1206,20,4,12.58,2.1,187.4,18.96,69.29
103,2004,128,1206,30,15,12.67,1.43,181,18.61,75.4
103,2004,128,1206,20,10,12.44,0,0,18.66,80.2
103,2004,128,1206,20,14,12.63,0,0,19.11,69.57
103,2004,128,1206,20,11,12.85,.62,171.8,19,69.92
103,2004,128,1206,20,5,12.95,1.2,189.8,19.43,86.2
103,2004,128,1206,20,13,13.28,.71,207.4,18.63,69.95
103,2004,128,1206,20,9,12.93,.74,160,18.8,70
103,2004,128,1206,20,8,13.24,.27,182.4,19.53,65.67
103,2004,128,1206,20,1,12.91,.68,167.9,18.76,69.72
103,2004,128,1206,20,7,12.79,1.23,185.6,18.44,70.1
103,2004,128,1206,20,2,13.05,.94,166.4,18.91,75.1
103,2004,128,1206,20,6,13.16,.03,116.8,19.3,67.7
103,2004,128,1206,20,3,12.37,1.34,184.9,18.71,69.48
103,2004,128,1206,20,12,12.48,1.31,190,18.66,71.9
103,2004,128,1206,30,4,12.58,2.08,190.3,18.94,69.22
103,2004,128,1206,40,15,12.66,1.39,185.6,18.66,75
103,2004,128,1206,30,10,12.45,0,0,18.67,80.1
103,2004,128,1206,30,14,12.64,0,0,19.13,69.41
103,2004,128,1206,30,11,12.87,.34,169.7,19.02,69.89
103,2004,128,1206,30,5,12.98,.83,199.7,19.45,86.1
103,2004,128,1206,30,13,13.28,1.27,176.2,18.64,69.72
103,2004,128,1206,30,9,12.95,1.21,144.6,18.76,70.1
103,2004,128,1206,30,8,13.28,1.1,199.4,19.55,65.58
103,2004,128,1206,30,1,12.9,.89,176,18.77,69.66
103,2004,128,1206,30,7,12.78,1.18,168.2,18.44,70.1
103,2004,128,1206,30,2,13.08,.93,163.7,18.94,75.1
103,2004,128,1206,30,6,13.21,.03,189,19.31,67.59
103,2004,128,1206,30,3,12.37,1.5,189.2,18.68,69.44
103,2004,128,1206,30,12,12.47,1.32,187.1,18.64,71.9
103,2004,128,1206,40,4,12.57,1.28,163.5,18.95,69.26
103,2004,128,1206,50,15,12.66,1.03,210.3,18.64,74.9
103,2004,128,1206,40,10,12.46,.19,200.3,18.71,79.9
103,2004,128,1206,40,14,12.65,0,0,19.11,69.1
103,2004,128,1206,40,11,12.89,.18,175.1,19.04,69.84
103,2004,128,1206,40,5,13.01,.91,195.6,19.52,86.4
103,2004,128,1206,40,13,13.28,1.48,186.6,18.63,69.78
103,2004,128,1206,40,9,12.96,1.11,150.4,18.76,70.1
103,2004,128,1206,40,8,13.31,.67,216.5,19.55,65.58
103,2004,128,1206,40,1,12.91,.82,189.1,18.76,69.64
103,2004,128,1206,40,7,12.8,1.13,177.8,18.47,70.1
103,2004,128,1206,40,2,13.1,.99,165.8,18.92,75
103,2004,128,1206,40,6,13.22,.39,217.7,19.39,67.32
103,2004,128,1206,40,3,12.37,1.65,205.3,18.71,69.51
103,2004,128,1206,40,12,12.48,1.34,182.4,18.64,71.9
103,2004,128,1206,50,4,12.58,.65,127,18.95,69.15
103,2004,128,1207,0,15,12.67,.75,187.5,18.6,74.9
103,2004,128,1206,50,10,12.47,.87,211.7,18.7,79.8
103,2004,128,1206,50,14,12.66,.07,171.6,19.15,69.02
103,2004,128,1206,50,11,12.9,.58,194.9,19.04,69.78
103,2004,128,1206,50,5,13.04,1.43,195.9,19.48,86.3
103,2004,128,1206,50,13,13.27,1.2,177.6,18.63,69.92
103,2004,128,1206,50,9,13,.88,158.3,18.79,70.1
103,2004,128,1206,50,8,13.35,.09,214.2,19.58,65.76
103,2004,128,1206,50,1,12.92,.72,199.1,18.78,69.68
103,2004,128,1206,50,7,12.81,1.04,186.6,18.49,70.1
103,2004,128,1206,50,2,13.12,.95,175,19,75.1
103,2004,128,1206,50,6,13.22,.32,236.6,19.37,66.84
103,2004,128,1206,50,3,12.37,1.17,212.3,18.67,69.56
103,2004,128,1206,50,12,12.48,.9,205,18.69,71.9
103,2004,128,1207,0,4,12.58,.4,156.3,18.98,69.28
103,2004,128,1207,10,15,12.68,.51,168.5,18.61,75
103,2004,128,1207,0,10,12.48,.55,179.8,18.72,79.9
103,2004,128,1207,0,14,12.68,.1,111.7,19.16,68.88
103,2004,128,1207,0,11,12.92,1.22,201.9,19.02,69.7
103,2004,128,1207,0,5,13.07,1.44,211.6,19.53,86.4
103,2004,128,1207,0,13,13.27,1.44,157.5,18.61,69.66
103,2004,128,1207,0,9,13.02,1.13,169.7,18.79,70.1
103,2004,128,1207,0,8,13.37,.11,76.1,19.61,65.9
103,2004,128,1207,0,1,12.94,.66,180.9,18.8,69.33
103,2004,128,1207,0,7,12.82,1.17,212.5,18.49,70.1
103,2004,128,1207,0,2,13.14,1.17,158.4,19.02,74.9
103,2004,128,1207,0,6,13.21,.08,236.6,19.39,66.77
103,2004,128,1207,0,3,12.37,1.24,229.9,18.69,69.44
103,2004,128,1207,0,12,12.48,1.46,187.1,18.66,71.8
103,2004,128,1207,10,4,12.58,.65,146.7,18.97,69.28
103,2004,128,1207,20,15,12.69,1.29,167.3,18.63,75.1
103,2004,128,1207,10,10,12.49,.2,169.8,18.75,80
103,2004,128,1207,10,14,12.71,.2,164.1,19.2,68.7
103,2004,128,1207,10,11,12.94,1.06,193.3,19.05,69.75
103,2004,128,1207,10,5,13.1,1.29,202.6,19.53,86.1
103,2004,128,1207,10,13,13.28,1.36,160.4,18.63,69.63
103,2004,128,1207,10,9,13.03,.83,210.4,18.78,70.1
103,2004,128,1207,10,8,13.39,.42,72.9,19.63,66.03
103,2004,128,1207,10,1,12.95,1.04,173.7,18.79,68.93
103,2004,128,1207,10,7,12.83,.93,219.9,18.52,70
103,2004,128,1207,10,2,13.17,1.27,169.3,19.06,74.7
103,2004,128,1207,10,6,13.21,0,0,19.39,66.75
103,2004,128,1207,10,3,12.38,1.07,221.3,18.7,69.41
103,2004,128,1207,10,12,12.49,1.66,203.5,18.68,71.7
103,2004,128,1207,20,4,12.59,.4,161.6,18.97,69.24
103,2004,128,1207,30,15,12.71,1.64,176.9,18.65,75
103,2004,128,1207,20,10,12.5,.53,190.2,18.81,79.6
103,2004,128,1207,20,14,12.73,.16,139.6,19.21,68.62
103,2004,128,1207,20,11,12.96,1.24,209.3,19.04,69.77
103,2004,128,1207,20,5,13.11,.99,207.7,19.58,86.3
103,2004,128,1207,20,13,13.28,1.42,162.4,18.63,69.48
103,2004,128,1207,20,9,13.05,.63,165.6,18.8,70
