  395061.,  4359138.
  406950.,  4365950.
  388508.,  4354419.
  389112.,  4353177.
  404162.,  4369504.
  393090.,  4358579.
  393286.,  4360611.
  404773.   4366752.
  394957.,  4362069.
  403155.,  4369208.

