  80    38.829    39.840   -75.789   -75.405  Maryland-Delaware state line   
    39.275   -76.159    39.277   -76.155    39.280   -76.157    39.283   -76.160
    39.289   -76.161    39.292   -76.159    39.295   -76.155    39.299   -76.156
    39.301   -76.159    39.300   -76.162    39.296   -76.166    39.298   -76.170
    39.301   -76.173    39.304   -76.174    39.307   -76.174    39.306   -76.177
    39.307   -76.181    39.310   -76.182    39.317   -76.180    39.322   -76.180
    39.323   -76.176    39.331   -76.169    39.334   -76.166    39.334   -76.159
    39.335   -76.149    39.333   -76.143    39.326   -76.145    39.320   -76.146
    39.321   -76.140    39.322   -76.135    39.322   -76.130    39.322   -76.129
    39.325   -76.130    39.328   -76.130    39.331   -76.131    39.331   -76.130
    39.332   -76.128    39.330   -76.124    39.325   -76.123    39.323   -76.120
    39.327   -76.107    39.324   -76.100    39.321   -76.089    39.320   -76.080
    39.323   -76.080    39.325   -76.088    39.329   -76.092    39.333   -76.110
    39.334   -76.117    39.335   -76.120    39.338   -76.116    39.340   -76.118
    39.341   -76.122    39.340   -76.128    39.341   -76.129    39.341   -76.131
    39.346   -76.132    39.351   -76.135    39.353   -76.129    39.355   -76.124
    39.361   -76.118    39.365   -76.117    39.371   -76.115    39.376   -76.113
    39.376   -76.107    39.375   -76.098    39.370   -76.089    39.368   -76.078
    39.368   -76.065    39.366   -76.051    39.365   -76.032    39.367   -76.025
    39.365   -76.024    39.362   -76.026    39.360   -76.031    39.352   -76.035
    39.349   -76.033    39.351   -76.029    39.354   -76.023    39.355   -76.017
    39.357   -76.015    39.360   -76.014    39.364   -76.012    39.368   -76.009
    39.371   -76.005    39.370   -75.997    39.370   -75.992    39.367   -75.989
    39.364   -75.989    39.361   -75.989    39.357   -75.989    39.356   -75.987
    39.356   -75.983    39.356   -75.979    39.352   -75.977    39.351   -75.974
    39.355   -75.973    39.358   -75.975    39.361   -75.979    39.366   -75.983
    39.368   -75.981    39.370   -75.976    39.373   -75.968    39.372   -75.962
    39.370   -75.957    39.368   -75.953    39.366   -75.949    39.358   -75.949
    39.355   -75.948    39.358   -75.945    39.369   -75.943    39.367   -75.936
    39.368   -75.933    39.367   -75.928    39.365   -75.927    39.361   -75.926
    39.357   -75.927    39.355   -75.928    39.353   -75.924    39.350   -75.919
    39.347   -75.915    39.350   -75.913    39.353   -75.914    39.359   -75.917
    39.363   -75.919    39.368   -75.919    39.369   -75.916    39.367   -75.911
    39.365   -75.903    39.367   -75.895    39.365   -75.894    39.361   -75.895
    39.360   -75.891    39.363   -75.887    39.367   -75.886    39.367   -75.883
    39.367   -75.875    39.368   -75.868    39.365   -75.862    39.362   -75.858
    39.361   -75.851    39.368   -75.854    39.372   -75.857    39.375   -75.854
    39.375   -75.847    39.375   -75.839    39.377   -75.837    39.380   -75.839
    39.380   -75.857    39.380   -75.870    39.378   -75.878    39.377   -75.887
    39.378   -75.896    39.378   -75.912    39.379   -75.921    39.380   -75.929
    39.379   -75.934    39.377   -75.939    39.380   -75.941    39.383   -75.938
    39.384   -75.933    39.385   -75.929    39.387   -75.924    39.392   -75.920
    39.396   -75.918    39.398   -75.921    39.397   -75.925    39.392   -75.930
    39.388   -75.934    39.388   -75.939    39.389   -75.945    39.389   -75.948
    39.386   -75.950    39.385   -75.954    39.387   -75.958    39.388   -75.964
    39.387   -75.967    39.385   -75.967    39.383   -75.964    39.381   -75.966
    39.381   -75.969    39.379   -75.972    39.379   -75.978    39.380   -75.982
    39.380   -75.988    39.386   -75.989    39.389   -75.991    39.390   -75.995
    39.391   -76.003    39.390   -76.011    39.389   -76.018    39.389   -76.027
    39.391   -76.033    39.396   -76.039    39.400   -76.040    39.403   -76.038
    39.406   -76.029    39.409   -76.025    39.412   -76.020    39.416   -76.012
    39.417   -76.008    39.415   -76.007    39.412   -76.005    39.410   -76.004
    39.409   -76.000    39.409   -75.997    39.410   -75.993    39.414   -75.992
    39.417   -75.993    39.418   -75.996    39.418   -75.999    39.418   -76.004
    39.421   -76.005    39.427   -76.003    39.432   -76.001    39.436   -75.999
    39.438   -75.996    39.438   -75.991    39.442   -75.987    39.445   -75.987
    39.448   -75.985    39.452   -75.982    39.455   -75.978    39.458   -75.976
    39.464   -75.972    39.467   -75.971    39.467   -75.967    39.466   -75.965
    39.464   -75.965    39.461   -75.964    39.460   -75.961    39.460   -75.959
    39.458   -75.956    39.455   -75.953    39.455   -75.949    39.457   -75.949
    39.461   -75.949    39.464   -75.950    39.465   -75.954    39.467   -75.958
    39.469   -75.958    39.470   -75.957    39.475   -75.952    39.478   -75.947
    39.478   -75.944    39.477   -75.942    39.475   -75.934    39.476   -75.929
    39.475   -75.928    39.473   -75.928    39.470   -75.928    39.470   -75.926
    39.471   -75.924    39.474   -75.920    39.476   -75.916    39.479   -75.910
    39.479   -75.906    39.475   -75.901    39.474   -75.892    39.472   -75.885
    39.469   -75.883    39.467   -75.882    39.464   -75.875    39.463   -75.874
    39.460   -75.873    39.457   -75.872    39.456   -75.867    39.456   -75.862
    39.456   -75.857    39.452   -75.856    39.450   -75.855    39.450   -75.850
    39.450   -75.844    39.449   -75.840    39.449   -75.836    39.451   -75.832
    39.453   -75.832    39.454   -75.834    39.454   -75.842    39.457   -75.849
    39.460   -75.853    39.464   -75.858    39.465   -75.858    39.467   -75.854
    39.469   -75.855    39.469   -75.861    39.468   -75.865    39.473   -75.869
    39.477   -75.869    39.481   -75.871    39.482   -75.877    39.480   -75.882
    39.480   -75.887    39.483   -75.890    39.487   -75.894    39.490   -75.897
    39.492   -75.902    39.491   -75.905    39.489   -75.909    39.488   -75.913
    39.490   -75.916    39.489   -75.921    39.488   -75.925    39.490   -75.929
    39.491   -75.928    39.494   -75.927    39.499   -75.924    39.503   -75.923
    39.504   -75.919    39.505   -75.913    39.507   -75.907    39.508   -75.901
    39.509   -75.894    39.513   -75.891    39.517   -75.888    39.518   -75.885
    39.516   -75.883    39.515   -75.883    39.517   -75.879    39.517   -75.876
    39.516   -75.871    39.515   -75.867    39.517   -75.863    39.519   -75.864
    39.520   -75.868    39.522   -75.873    39.525   -75.878    39.527   -75.876
    39.530   -75.871    39.533   -75.869    39.533   -75.875    39.534   -75.879
    39.537   -75.879    39.540   -75.875    39.542   -75.872    39.544   -75.865
    39.544   -75.860    39.547   -75.855    39.550   -75.852    39.554   -75.851
    39.557   -75.854    39.560   -75.854    39.560   -75.851    39.559   -75.848
    39.560   -75.845    39.563   -75.845    39.567   -75.848    39.571   -75.847
    39.571   -75.842    39.568   -75.836    39.568   -75.831    39.572   -75.831
    39.575   -75.834    39.578   -75.837    39.581   -75.838    39.584   -75.842
    39.588   -75.841    39.591   -75.839    39.593   -75.842    39.591   -75.844
    39.588   -75.845    39.587   -75.849    39.587   -75.853    39.582   -75.854
    39.581   -75.856    39.577   -75.859    39.574   -75.864    39.572   -75.864
    39.568   -75.861    39.566   -75.861    39.564   -75.866    39.557   -75.876
    39.551   -75.881    39.543   -75.886    39.535   -75.891    39.529   -75.894
    39.524   -75.898    39.519   -75.902    39.518   -75.908    39.519   -75.909
    39.523   -75.911    39.523   -75.914    39.519   -75.928    39.521   -75.939
    39.520   -75.943    39.517   -75.943    39.515   -75.941    39.514   -75.938
    39.514   -75.932    39.510   -75.933    39.508   -75.935    39.505   -75.940
    39.502   -75.944    39.497   -75.951    39.493   -75.955    39.490   -75.963
    39.486   -75.968    39.483   -75.969    39.480   -75.971    39.479   -75.975
    39.479   -75.981    39.476   -75.984    39.470   -75.988    39.464   -75.994
    39.460   -75.998    39.457   -76.005    39.457   -76.008    39.459   -76.012
    39.465   -76.011    39.467   -76.009    39.470   -76.006    39.473   -76.002
    39.475   -75.999    39.480   -75.999    39.485   -76.000    39.488   -76.000
    39.493   -76.002    39.495   -76.000    39.499   -75.997    39.502   -75.992
    39.507   -75.988    39.510   -75.986    39.516   -75.982    39.526   -75.981
    39.530   -75.980    39.530   -75.976    39.530   -75.973    39.532   -75.968
    39.535   -75.966    39.541   -75.967    39.543   -75.968    39.543   -75.972
    39.548   -75.973    39.554   -75.968    39.557   -75.971    39.559   -75.973
    39.563   -75.974    39.565   -75.972    39.565   -75.970    39.563   -75.968
    39.562   -75.967    39.562   -75.965    39.563   -75.964    39.567   -75.962
    39.571   -75.962    39.574   -75.960    39.580   -75.955    39.584   -75.952
    39.588   -75.951    39.592   -75.954    39.595   -75.956    39.595   -75.959
    39.593   -75.966    39.590   -75.970    39.586   -75.971    39.581   -75.972
    39.576   -75.972    39.572   -75.975    39.573   -75.981    39.572   -75.986
    39.569   -75.991    39.567   -75.998    39.566   -76.000    39.562   -76.002
    39.559   -76.002    39.557   -76.004    39.555   -76.006    39.554   -76.005
    39.548   -76.003    39.543   -76.001    39.541   -76.003    39.543   -76.006
    39.546   -76.010    39.549   -76.015    39.551   -76.019    39.551   -76.022
    39.550   -76.025    39.550   -76.028    39.552   -76.028    39.556   -76.028
    39.559   -76.030    39.561   -76.032    39.564   -76.031    39.567   -76.030
    39.570   -76.031    39.570   -76.035    39.567   -76.037    39.564   -76.040
    39.563   -76.044    39.565   -76.049    39.565   -76.054    39.564   -76.056
    39.562   -76.057    39.560   -76.056    39.560   -76.054    39.559   -76.050
    39.557   -76.045    39.555   -76.044    39.552   -76.044    39.550   -76.045
    39.550   -76.051    39.550   -76.056    39.550   -76.065    39.554   -76.077
    39.558   -76.081    39.565   -76.082    39.570   -76.082    39.574   -76.085
    39.577   -76.087    39.579   -76.091    39.582   -76.094    39.586   -76.101
    39.589   -76.105    39.593   -76.107    39.599   -76.112    39.603   -76.119
    39.607   -76.123    39.609   -76.124    39.610   -76.126    39.611   -76.128
    39.613   -76.131    39.617   -76.134    39.622   -76.140    39.625   -76.142
    39.631   -76.144    39.636   -76.147    39.649   -76.152    39.650   -76.153
    39.653   -76.153    39.658   -76.160    39.662   -76.171    39.668   -76.181
    39.673   -76.186    39.678   -76.191    39.681   -76.195    39.684   -76.198
    39.686   -76.201    39.689   -76.204    39.696   -76.207    39.702   -76.210
    39.707   -76.212    39.710   -76.217    39.715   -76.222    39.722   -76.224
    39.723   -76.225    39.732   -76.227    39.742   -76.230    39.749   -76.233
    39.757   -76.237    39.763   -76.243    39.768   -76.246    39.773   -76.249
    39.777   -76.254    39.780   -76.261    39.785   -76.263    39.789   -76.266
    39.793   -76.273    39.795   -76.277    39.802   -76.291    39.805   -76.301
    39.801   -76.307    39.793   -76.301    39.786   -76.296    39.783   -76.292
    39.781   -76.285    39.780   -76.281    39.777   -76.279    39.771   -76.275
    39.761   -76.267    39.745   -76.255    39.736   -76.247    39.731   -76.243
    39.728   -76.241    39.722   -76.241    39.719   -76.241    39.712   -76.240
    39.704   -76.236    39.701   -76.233    39.697   -76.231    39.694   -76.228
    39.691   -76.224    39.689   -76.219    39.685   -76.214    39.683   -76.208
    39.681   -76.204    39.676   -76.201    39.670   -76.199    39.664   -76.197
    39.662   -76.195    39.659   -76.189    39.657   -76.183    39.654   -76.175
    39.651   -76.171    39.647   -76.169    39.641   -76.167    39.636   -76.166
    39.627   -76.162    39.622   -76.160    39.621   -76.159    39.620   -76.157
    39.620   -76.154    39.585   -76.121    39.581   -76.121    39.578   -76.117
    39.576   -76.113    39.573   -76.108    39.570   -76.101    39.567   -76.097
    39.562   -76.094    39.560   -76.094    39.554   -76.090    39.549   -76.087
    39.546   -76.083    39.540   -76.082    39.538   -76.089    39.538   -76.094
    39.534   -76.096    39.522   -76.104    39.510   -76.111    39.503   -76.113
    39.500   -76.117    39.500   -76.121    39.503   -76.124    39.506   -76.126
    39.507   -76.127    39.509   -76.132    39.506   -76.133    39.499   -76.133
    39.494   -76.131    39.492   -76.128    39.491   -76.127    39.489   -76.123
    39.486   -76.120    39.483   -76.118    39.487   -76.115    39.489   -76.115
    39.490   -76.111    39.488   -76.108    39.483   -76.106    39.482   -76.107
    39.479   -76.104    39.478   -76.103    39.476   -76.101    39.472   -76.098
    39.469   -76.098    39.465   -76.101    39.463   -76.102    39.459   -76.102
    39.454   -76.102    39.449   -76.101    39.442   -76.100    39.431   -76.103
    39.428   -76.108    39.428   -76.115    39.426   -76.119    39.422   -76.125
    39.419   -76.128    39.416   -76.132    39.409   -76.148    39.407   -76.160
    39.404   -76.165    39.396   -76.168    39.383   -76.174    39.382   -76.177
    39.384   -76.179    39.388   -76.180    39.393   -76.181    39.395   -76.184
    39.393   -76.189    39.392   -76.194    39.394   -76.200    39.399   -76.204
    39.399   -76.208    39.396   -76.211    39.392   -76.219    39.394   -76.223
    39.399   -76.224    39.405   -76.226    39.410   -76.229    39.408   -76.231
    39.405   -76.232    39.401   -76.232    39.396   -76.230    39.388   -76.230
    39.384   -76.229    39.383   -76.221    39.386   -76.216    39.387   -76.211
    39.384   -76.210    39.383   -76.199    39.386   -76.189    39.384   -76.186
    39.381   -76.187    39.375   -76.191    39.364   -76.199    39.363   -76.203
    39.358   -76.215    39.352   -76.219    39.349   -76.225    39.354   -76.232
    39.360   -76.237    39.362   -76.242    39.363   -76.246    39.364   -76.249
    39.369   -76.252    39.375   -76.254    39.380   -76.252    39.380   -76.248
    39.383   -76.244    39.390   -76.245    39.398   -76.244    39.405   -76.239
    39.411   -76.234    39.419   -76.228    39.425   -76.225    39.431   -76.222
    39.435   -76.225    39.440   -76.232    39.444   -76.235    39.452   -76.234
    39.458   -76.230    39.464   -76.225    39.470   -76.222    39.471   -76.225
    39.469   -76.228    39.466   -76.236    39.464   -76.239    39.455   -76.250
    39.452   -76.258    39.453   -76.263    39.453   -76.270    39.450   -76.275
    39.447   -76.279    39.442   -76.286    39.439   -76.285    39.437   -76.285
    39.436   -76.282    39.435   -76.280    39.435   -76.278    39.436   -76.278
    39.439   -76.275    39.442   -76.273    39.443   -76.270    39.442   -76.267
    39.443   -76.265    39.446   -76.262    39.445   -76.255    39.444   -76.253
    39.440   -76.252    39.438   -76.252    39.435   -76.252    39.430   -76.251
    39.423   -76.252    39.419   -76.254    39.417   -76.255    39.415   -76.258
    39.414   -76.263    39.413   -76.266    39.409   -76.266    39.408   -76.266
    39.403   -76.264    39.399   -76.268    39.400   -76.274    39.400   -76.277
    39.399   -76.278    39.397   -76.278    39.394   -76.276    39.394   -76.274
    39.392   -76.273    39.392   -76.273    39.389   -76.274    39.385   -76.276
    39.380   -76.277    39.376   -76.278    39.374   -76.281    39.372   -76.284
    39.368   -76.284    39.367   -76.282    39.366   -76.279    39.366   -76.277
    39.362   -76.277    39.361   -76.276    39.361   -76.274    39.360   -76.270
    39.358   -76.270    39.354   -76.271    39.352   -76.269    39.351   -76.267
    39.350   -76.264    39.348   -76.263    39.346   -76.261    39.344   -76.261
    39.342   -76.260    39.339   -76.260    39.336   -76.262    39.336   -76.264
    39.336   -76.267    39.334   -76.269    39.331   -76.268    39.330   -76.267
    39.329   -76.266    39.327   -76.266    39.326   -76.267    39.324   -76.271
    39.322   -76.274    39.318   -76.278    39.311   -76.281    39.303   -76.287
    39.305   -76.292    39.308   -76.296    39.309   -76.298    39.312   -76.297
    39.316   -76.294    39.321   -76.292    39.325   -76.292    39.331   -76.294
    39.341   -76.300    39.345   -76.302    39.349   -76.301    39.353   -76.298
    39.355   -76.299    39.356   -76.306    39.356   -76.310    39.356   -76.314
    39.357   -76.318    39.360   -76.322    39.362   -76.319    39.361   -76.312
    39.362   -76.307    39.364   -76.304    39.368   -76.304    39.372   -76.303
    39.376   -76.304    39.379   -76.304    39.384   -76.305    39.387   -76.308
    39.390   -76.311    39.392   -76.316    39.394   -76.323    39.395   -76.328
    39.392   -76.332    39.393   -76.336    39.393   -76.337    39.396   -76.341
    39.399   -76.345    39.399   -76.349    39.399   -76.356    39.400   -76.361
    39.396   -76.364    39.392   -76.364    39.388   -76.369    39.386   -76.375
    39.385   -76.390    39.389   -76.401    39.389   -76.408    39.383   -76.410
    39.382   -76.401    39.380   -76.395    39.379   -76.389    39.380   -76.385
    39.377   -76.382    39.374   -76.380    39.371   -76.377    39.371   -76.373
    39.377   -76.370    39.379   -76.367    39.380   -76.362    39.379   -76.358
    39.379   -76.357    39.376   -76.355    39.375   -76.352    39.378   -76.347
    39.379   -76.341    39.376   -76.339    39.373   -76.340    39.368   -76.342
    39.363   -76.343    39.359   -76.343    39.353   -76.341    39.347   -76.336
    39.341   -76.332    39.335   -76.330    39.334   -76.331    39.334   -76.335
    39.336   -76.339    39.339   -76.343    39.340   -76.347    39.341   -76.350
    39.344   -76.350    39.347   -76.350    39.350   -76.355    39.350   -76.360
    39.346   -76.363    39.343   -76.361    39.339   -76.360    39.339   -76.364
    39.341   -76.371    39.340   -76.375    39.337   -76.373    39.334   -76.372
    39.332   -76.369    39.331   -76.365    39.332   -76.360    39.331   -76.357
    39.331   -76.356    39.330   -76.353    39.331   -76.350    39.333   -76.347
    39.330   -76.347    39.329   -76.347    39.325   -76.346    39.324   -76.343
    39.324   -76.333    39.322   -76.329    39.317   -76.327    39.316   -76.322
    39.314   -76.318    39.312   -76.319    39.311   -76.321    39.312   -76.325
    39.312   -76.331    39.310   -76.334    39.309   -76.334    39.305   -76.335
    39.304   -76.338    39.309   -76.341    39.314   -76.341    39.314   -76.344
    39.312   -76.348    39.312   -76.351    39.317   -76.352    39.320   -76.353
    39.324   -76.354    39.323   -76.364    39.322   -76.368    39.323   -76.374
    39.326   -76.380    39.326   -76.387    39.322   -76.390    39.319   -76.389
    39.317   -76.384    39.317   -76.377    39.314   -76.368    39.308   -76.367
    39.304   -76.369    39.301   -76.373    39.300   -76.379    39.303   -76.382
    39.308   -76.380    39.309   -76.381    39.310   -76.388    39.308   -76.391
    39.306   -76.394    39.311   -76.401    39.315   -76.398    39.318   -76.398
    39.319   -76.399    39.317   -76.404    39.315   -76.408    39.314   -76.412
    39.319   -76.418    39.323   -76.424    39.322   -76.430    39.318   -76.428
    39.317   -76.429    39.317   -76.433    39.317   -76.439    39.315   -76.441
    39.312   -76.440    39.312   -76.436    39.313   -76.431    39.310   -76.428
    39.308   -76.429    39.306   -76.432    39.302   -76.428    39.305   -76.420
    39.299   -76.413    39.299   -76.408    39.301   -76.405    39.298   -76.403
    39.295   -76.401    39.291   -76.406    39.285   -76.415    39.283   -76.413
    39.283   -76.408    39.285   -76.405    39.286   -76.400    39.289   -76.391
    39.292   -76.383    39.290   -76.381    39.286   -76.383    39.283   -76.386
    39.276   -76.391    39.277   -76.396    39.277   -76.399    39.274   -76.399
    39.272   -76.396    39.267   -76.396    39.263   -76.402    39.258   -76.406
    39.251   -76.405    39.246   -76.405    39.247   -76.408    39.248   -76.412
    39.247   -76.416    39.248   -76.418    39.253   -76.423    39.254   -76.430
    39.255   -76.435    39.259   -76.435    39.264   -76.435    39.269   -76.437
    39.274   -76.439    39.281   -76.435    39.286   -76.433    39.287   -76.437
    39.285   -76.441    39.285   -76.446    39.287   -76.456    39.291   -76.461
    39.295   -76.459    39.299   -76.456    39.302   -76.459    39.300   -76.471
    39.303   -76.481    39.304   -76.487    39.304   -76.494    39.299   -76.492
    39.295   -76.491    39.294   -76.489    39.291   -76.487    39.289   -76.485
    39.288   -76.482    39.289   -76.479    39.287   -76.476    39.284   -76.475
    39.283   -76.469    39.282   -76.462    39.279   -76.458    39.272   -76.454
    39.261   -76.455    39.258   -76.454    39.255   -76.451    39.248   -76.443
    39.244   -76.443    39.241   -76.440    39.239   -76.434    39.238   -76.429
    39.235   -76.427    39.232   -76.424    39.231   -76.418    39.231   -76.411
    39.235   -76.406    39.242   -76.401    39.241   -76.397    39.237   -76.401
    39.233   -76.402    39.230   -76.400    39.227   -76.398    39.225   -76.400
    39.224   -76.405    39.222   -76.411    39.219   -76.416    39.216   -76.419
    39.213   -76.422    39.210   -76.425    39.211   -76.430    39.213   -76.435
    39.212   -76.437    39.207   -76.437    39.202   -76.438    39.200   -76.441
    39.200   -76.444    39.203   -76.447    39.206   -76.449    39.210   -76.450
    39.216   -76.445    39.221   -76.446    39.220   -76.459    39.221   -76.467
    39.220   -76.469    39.216   -76.469    39.212   -76.469    39.212   -76.473
    39.211   -76.480    39.209   -76.488    39.212   -76.495    39.214   -76.496
    39.219   -76.497    39.224   -76.492    39.226   -76.486    39.232   -76.483
    39.236   -76.478    39.238   -76.474    39.242   -76.471    39.245   -76.472
    39.249   -76.472    39.251   -76.469    39.255   -76.469    39.256   -76.472
    39.254   -76.477    39.250   -76.483    39.246   -76.486    39.243   -76.485
    39.240   -76.486    39.239   -76.489    39.237   -76.495    39.234   -76.496
    39.230   -76.496    39.230   -76.503    39.232   -76.507    39.230   -76.510
    39.229   -76.514    39.232   -76.516    39.236   -76.515    39.240   -76.512
    39.243   -76.512    39.245   -76.517    39.242   -76.520    39.243   -76.526
    39.243   -76.530    39.243   -76.533    39.242   -76.536    39.248   -76.538
    39.256   -76.540    39.258   -76.542    39.260   -76.549    39.261   -76.553
    39.264   -76.556    39.265   -76.563    39.262   -76.569    39.263   -76.571
    39.266   -76.572    39.274   -76.572    39.280   -76.575    39.281   -76.584
    39.281   -76.591    39.284   -76.595    39.288   -76.603    39.287   -76.607
    39.284   -76.609    39.279   -76.610    39.277   -76.609    39.277   -76.605
    39.277   -76.602    39.275   -76.596    39.273   -76.591    39.268   -76.590
    39.264   -76.599    39.261   -76.609    39.260   -76.613    39.257   -76.617
    39.259   -76.619    39.262   -76.621    39.266   -76.621    39.271   -76.621
    39.274   -76.624    39.271   -76.626    39.267   -76.628    39.263   -76.625
    39.260   -76.625    39.256   -76.627    39.252   -76.627    39.250   -76.620
    39.247   -76.617    39.242   -76.615    39.245   -76.611    39.247   -76.608
    39.249   -76.604    39.249   -76.599    39.248   -76.594    39.247   -76.587
    39.245   -76.580    39.242   -76.575    39.238   -76.570    39.232   -76.565
    39.228   -76.566    39.228   -76.571    39.228   -76.576    39.226   -76.577
    39.223   -76.575    39.220   -76.577    39.217   -76.581    39.215   -76.584
    39.211   -76.585    39.209   -76.583    39.206   -76.579    39.205   -76.579
    39.203   -76.577    39.197   -76.577    39.192   -76.578    39.192   -76.580
    39.191   -76.584    39.187   -76.590    39.185   -76.597    39.184   -76.603
    39.181   -76.607    39.179   -76.608    39.178   -76.605    39.177   -76.601
    39.178   -76.596    39.180   -76.592    39.182   -76.588    39.181   -76.587
    39.173   -76.591    39.169   -76.596    39.165   -76.597    39.161   -76.597
    39.159   -76.595    39.162   -76.590    39.172   -76.585    39.176   -76.582
    39.179   -76.577    39.180   -76.573    39.182   -76.571    39.186   -76.572
    39.190   -76.570    39.194   -76.565    39.197   -76.564    39.199   -76.564
    39.201   -76.567    39.203   -76.571    39.203   -76.571    39.208   -76.571
    39.215   -76.571    39.217   -76.569    39.217   -76.566    39.215   -76.562
    39.213   -76.560    39.215   -76.554    39.217   -76.550    39.219   -76.546
    39.217   -76.545    39.214   -76.542    39.214   -76.539    39.217   -76.537
    39.217   -76.533    39.214   -76.531    39.210   -76.533    39.207   -76.535
    39.205   -76.537    39.201   -76.538    39.196   -76.536    39.189   -76.531
    39.183   -76.523    39.180   -76.517    39.175   -76.518    39.170   -76.519
    39.166   -76.524    39.162   -76.533    39.158   -76.540    39.154   -76.547
    39.149   -76.549    39.149   -76.545    39.152   -76.530    39.154   -76.520
    39.158   -76.514    39.162   -76.515    39.172   -76.510    39.171   -76.506
    39.163   -76.502    39.160   -76.504    39.157   -76.508    39.155   -76.512
    39.149   -76.515    39.144   -76.515    39.143   -76.510    39.150   -76.503
    39.148   -76.497    39.152   -76.497    39.155   -76.498    39.158   -76.497
    39.158   -76.491    39.161   -76.485    39.169   -76.480    39.172   -76.475
    39.171   -76.470    39.161   -76.471    39.156   -76.466    39.151   -76.459
    39.147   -76.447    39.142   -76.439    39.137   -76.439    39.135   -76.448
    39.138   -76.452    39.140   -76.458    39.141   -76.463    39.138   -76.470
    39.136   -76.467    39.134   -76.463    39.132   -76.455    39.126   -76.454
    39.127   -76.460    39.129   -76.468    39.129   -76.478    39.127   -76.484
    39.122   -76.482    39.122   -76.477    39.123   -76.471    39.122   -76.465
    39.120   -76.459    39.121   -76.451    39.121   -76.447    39.120   -76.445
    39.118   -76.447    39.111   -76.446    39.115   -76.439    39.123   -76.438
    39.129   -76.437    39.133   -76.435    39.134   -76.428    39.132   -76.426
    39.126   -76.427    39.122   -76.431    39.115   -76.433    39.111   -76.432
    39.105   -76.427    39.099   -76.422    39.091   -76.418    39.084   -76.416
    39.076   -76.419    39.068   -76.422    39.061   -76.426    39.061   -76.429
    39.064   -76.430    39.067   -76.432    39.070   -76.437    39.073   -76.439
    39.077   -76.437    39.081   -76.439    39.082   -76.440    39.085   -76.438
    39.088   -76.436    39.091   -76.437    39.093   -76.438    39.096   -76.441
    39.096   -76.445    39.095   -76.450    39.097   -76.456    39.095   -76.460
    39.093   -76.465    39.089   -76.467    39.086   -76.464    39.083   -76.463
    39.082   -76.465    39.081   -76.469    39.083   -76.473    39.082   -76.476
    39.080   -76.479    39.078   -76.485    39.080   -76.486    39.083   -76.490
    39.083   -76.492    39.081   -76.493    39.079   -76.496    39.081   -76.501
    39.084   -76.507    39.083   -76.514    39.086   -76.514    39.090   -76.514
    39.093   -76.514    39.097   -76.513    39.098   -76.517    39.099   -76.521
    39.102   -76.522    39.103   -76.528    39.097   -76.530    39.094   -76.527
    39.091   -76.530    39.087   -76.530    39.084   -76.527    39.081   -76.520
    39.079   -76.517    39.075   -76.517    39.071   -76.517    39.070   -76.513
    39.070   -76.507    39.067   -76.504    39.065   -76.503    39.062   -76.502
    39.062   -76.497    39.063   -76.493    39.059   -76.493    39.055   -76.492
    39.056   -76.486    39.061   -76.485    39.064   -76.480    39.064   -76.479
    39.060   -76.467    39.061   -76.461    39.061   -76.458    39.058   -76.455
    39.057   -76.455    39.052   -76.460    39.045   -76.462    39.044   -76.457
    39.046   -76.451    39.050   -76.444    39.051   -76.435    39.049   -76.428
    39.043   -76.420    39.040   -76.415    39.037   -76.409    39.032   -76.405
    39.024   -76.398    39.017   -76.392    39.012   -76.389    39.010   -76.391
    39.009   -76.394    39.008   -76.399    39.006   -76.406    39.004   -76.412
    39.000   -76.417    38.997   -76.421    39.001   -76.421    39.006   -76.417
    39.009   -76.414    39.015   -76.412    39.019   -76.412    39.020   -76.415
    39.017   -76.418    39.012   -76.422    39.008   -76.424    39.006   -76.427
    39.006   -76.428    39.008   -76.428    39.013   -76.430    39.017   -76.432
    39.017   -76.433    39.018   -76.440    39.018   -76.442    39.015   -76.441
    39.012   -76.436    39.008   -76.435    39.003   -76.436    38.999   -76.438
    38.999   -76.442    39.001   -76.446    39.004   -76.449    39.007   -76.453
    39.011   -76.455    39.012   -76.459    39.011   -76.463    39.008   -76.465
    39.005   -76.465    39.002   -76.462    39.001   -76.457    38.999   -76.451
    38.995   -76.449    38.990   -76.447    38.987   -76.448    38.984   -76.449
    38.983   -76.450    38.983   -76.454    38.985   -76.456    38.988   -76.459
    38.983   -76.450    38.988   -76.466    38.989   -76.477    38.990   -76.480
    38.998   -76.482    39.000   -76.486    39.003   -76.491    39.006   -76.495
    39.009   -76.500    39.013   -76.503    39.016   -76.506    39.019   -76.507
    39.023   -76.513    39.027   -76.514    39.030   -76.514    39.032   -76.520
    39.035   -76.524    39.037   -76.525    39.040   -76.527    39.041   -76.533
    39.042   -76.536    39.043   -76.536    39.047   -76.536    39.052   -76.536
    39.056   -76.537    39.058   -76.538    39.062   -76.542    39.065   -76.544
    39.066   -76.547    39.064   -76.549    39.063   -76.552    39.065   -76.555
    39.066   -76.555    39.069   -76.557    39.072   -76.557    39.075   -76.559
    39.076   -76.564    39.075   -76.567    39.075   -76.570    39.078   -76.572
    39.079   -76.575    39.077   -76.577    39.075   -76.580    39.075   -76.582
    39.076   -76.586    39.078   -76.590    39.080   -76.592    39.083   -76.594
    39.083   -76.603    39.082   -76.610    39.080   -76.609    39.078   -76.604
