9  BALTIMORE   15950.00   5041.13
5  ESSEX       17212.40   5275.85
5  JOPPA       18320.00   6535.00
7  BEL AIR     18405.00   7685.00
5  ABRDN       19900.00   7370.00
3  HdG         20520.00   7740.00
7  N. EAST     21900.00   8350.00
9  CHPK CITY   23002.00   7439.00
7  CHSTOWN     20652.00   4487.00
